0.85750, 0.87700, 0.85530, 0.87360
0.87270, 0.88320, 0.86670, 0.87950
0.88010, 0.88890, 0.87470, 0.88280
0.88450, 0.89850, 0.88420, 0.89680
0.89740, 0.90670, 0.88720, 0.89880
0.89780, 0.90140, 0.88810, 0.90030
0.89740, 0.90550, 0.88740, 0.89240
0.89240, 0.90280, 0.88720, 0.88780
0.88590, 0.90700, 0.88590, 0.90500
0.90500, 0.91030, 0.89280, 0.90120
0.89930, 0.90110, 0.87480, 0.87870
0.87910, 0.88310, 0.86530, 0.87490
0.87580, 0.89010, 0.87420, 0.88460
0.88540, 0.90250, 0.87900, 0.90100
0.90060, 0.90840, 0.89540, 0.90720
0.90440, 0.92120, 0.90430, 0.91900
0.92090, 0.92230, 0.90010, 0.90180
0.90090, 0.90340, 0.89130, 0.89630
0.89470, 0.90430, 0.89170, 0.89370
0.89440, 0.90630, 0.89310, 0.89830
0.89820, 0.90490, 0.89250, 0.90170
0.89990, 0.91510, 0.89980, 0.91050
0.90960, 0.91240, 0.89920, 0.90060
0.89920, 0.90140, 0.87810, 0.88390
0.88310, 0.88700, 0.86580, 0.87170
0.87380, 0.88530, 0.86840, 0.88190
0.88030, 0.88630, 0.87430, 0.87900
0.88020, 0.89430, 0.87600, 0.88970
0.88990, 0.90070, 0.88550, 0.89720
0.89690, 0.90320, 0.89180, 0.89530
0.89630, 0.91460, 0.89060, 0.91210
0.91190, 0.92260, 0.90720, 0.91950
0.91790, 0.93420, 0.91630, 0.93300
0.93160, 0.95210, 0.92910, 0.95160
0.95030, 0.95140, 0.92750, 0.93260
0.93480, 0.93530, 0.91270, 0.91380
0.91410, 0.92850, 0.91050, 0.92480
0.92320, 0.93250, 0.90860, 0.91210
0.91150, 0.92630, 0.91030, 0.92480
0.92450, 0.93440, 0.92180, 0.92550
0.92610, 0.93050, 0.92110, 0.92750
0.92760, 0.93040, 0.91950, 0.92400
0.92370, 0.94010, 0.92140, 0.92160
0.92240, 0.92570, 0.90790, 0.92270
0.92290, 0.93530, 0.92080, 0.93360
0.93360, 0.93740, 0.92320, 0.93570
0.93550, 0.93790, 0.92970, 0.93150
0.93260, 0.93350, 0.92210, 0.93240
0.93290, 0.94070, 0.93120, 0.93890
0.93840, 0.94930, 0.93520, 0.94740
0.94710, 0.96810, 0.94540, 0.96620
0.96620, 0.98630, 0.96570, 0.97840
0.97850, 0.99270, 0.97820, 0.98030
0.98040, 0.98220, 0.97090, 0.97470
0.97440, 0.97840, 0.95540, 0.96410
0.96460, 0.97220, 0.95840, 0.97090
0.97060, 0.99270, 0.96710, 0.98990
0.98970, 0.99090, 0.97450, 0.97570
0.97570, 0.97860, 0.96840, 0.96980
0.96940, 0.97220, 0.95610, 0.96290
0.96280, 0.96880, 0.95440, 0.95850
0.95750, 0.96330, 0.95020, 0.95170
0.95150, 0.95470, 0.93770, 0.94110
0.93930, 0.96440, 0.93870, 0.96350
0.96390, 0.97670, 0.96260, 0.97460
0.97230, 0.98620, 0.97140, 0.97840
0.97820, 0.98910, 0.97430, 0.98590
0.98580, 0.99490, 0.96150, 0.96710
0.96740, 0.97640, 0.96280, 0.96700
0.96690, 0.97640, 0.96320, 0.96770
0.96770, 0.97030, 0.95710, 0.95930
0.96090, 0.96560, 0.94670, 0.95860
0.95850, 0.96620, 0.95560, 0.96060
