1.65530, 1.65640, 1.62930, 1.64350
1.64340, 1.64710, 1.61300, 1.63010
1.63150, 1.64060, 1.62140, 1.63650
1.63540, 1.64250, 1.62180, 1.63310
1.62990, 1.63120, 1.59660, 1.59760
1.59950, 1.62610, 1.59040, 1.60040
1.60160, 1.61360, 1.57820, 1.61170
1.61020, 1.63420, 1.60810, 1.61910
1.61970, 1.62440, 1.59400, 1.59920
1.59760, 1.60110, 1.57250, 1.57750
1.57770, 1.60780, 1.56460, 1.56800
1.56880, 1.58720, 1.55250, 1.58340
1.58350, 1.59890, 1.56650, 1.58000
1.58020, 1.59250, 1.56080, 1.56380
1.56620, 1.58040, 1.56180, 1.56600
1.56550, 1.56780, 1.54100, 1.55270
1.55290, 1.56920, 1.54560, 1.56240
1.56420, 1.57920, 1.55800, 1.56480
1.56360, 1.56870, 1.54850, 1.55740
1.55780, 1.56300, 1.53820, 1.55140
1.55190, 1.55750, 1.53740, 1.54630
1.54700, 1.57070, 1.54210, 1.55390
1.55380, 1.56660, 1.54070, 1.56420
1.56420, 1.60890, 1.55870, 1.60170
1.60170, 1.63150, 1.59390, 1.61950
1.61940, 1.65270, 1.61460, 1.63390
1.63390, 1.67010, 1.62920, 1.66260
1.66320, 1.66710, 1.61910, 1.62640
1.62650, 1.63500, 1.60540, 1.60660
1.60660, 1.61060, 1.58080, 1.59330
1.59330, 1.60120, 1.58410, 1.59400
1.59400, 1.62190, 1.58840, 1.61560
1.62110, 1.62360, 1.60150, 1.60760
1.60760, 1.61290, 1.58750, 1.59100
1.59100, 1.61650, 1.58950, 1.60960
1.60600, 1.65420, 1.60310, 1.63930
1.63920, 1.64190, 1.62470, 1.62970
1.62920, 1.63230, 1.60580, 1.62250
1.62250, 1.62350, 1.59670, 1.60100
1.60100, 1.60350, 1.56940, 1.57810
1.57840, 1.57910, 1.56180, 1.56740
1.56750, 1.58930, 1.56360, 1.58810
1.58910, 1.61070, 1.56000, 1.60980
1.60970, 1.62830, 1.60460, 1.61260
1.61260, 1.62490, 1.60370, 1.61940
1.61930, 1.62310, 1.58850, 1.59160
1.59160, 1.60370, 1.58210, 1.59800
1.59740, 1.60830, 1.58140, 1.59000
1.59000, 1.59510, 1.57430, 1.57770
