1.40169, 1.40592, 1.40124, 1.40166
1.40170, 1.40776, 1.40097, 1.40433
1.40417, 1.40886, 1.40210, 1.40598
1.40517, 1.40964, 1.40148, 1.40797
1.40794, 1.40970, 1.39653, 1.40047
1.40001, 1.41057, 1.39827, 1.40870
1.40825, 1.41640, 1.40782, 1.41313
1.41279, 1.41880, 1.41199, 1.41757
1.41757, 1.42233, 1.41606, 1.41781
1.41748, 1.42466, 1.41452, 1.42267
1.42289, 1.42962, 1.42206, 1.42392
1.42402, 1.43441, 1.42263, 1.43383
1.43366, 1.43764, 1.42824, 1.42909
1.42848, 1.43142, 1.41729, 1.42041
1.42004, 1.42461, 1.40685, 1.40810
1.40822, 1.40912, 1.40022, 1.40030
1.39948, 1.40310, 1.39259, 1.39389
1.39389, 1.39869, 1.39177, 1.39777
1.39764, 1.39963, 1.39230, 1.39297
1.39263, 1.39977, 1.38945, 1.39121
1.39125, 1.39343, 1.37469, 1.37765
1.37694, 1.37921, 1.37123, 1.37636
1.37557, 1.37725, 1.35878, 1.36137
1.36118, 1.36657, 1.35546, 1.35706
1.35708, 1.36292, 1.35377, 1.35751
1.35716, 1.35857, 1.34859, 1.35235
1.35324, 1.35751, 1.35150, 1.35562
1.35547, 1.35925, 1.34842, 1.35473
1.35456, 1.36066, 1.34986, 1.35450
1.35444, 1.36173, 1.34597, 1.35161
1.35163, 1.35952, 1.35017, 1.35381
1.35384, 1.36081, 1.35377, 1.35549
1.35550, 1.35715, 1.34510, 1.35065
1.35016, 1.35203, 1.34553, 1.34894
1.34840, 1.35689, 1.34741, 1.35138
1.35139, 1.35277, 1.34546, 1.34670
1.34591, 1.34827, 1.33905, 1.34287
1.34206, 1.34914, 1.34122, 1.34315
1.34278, 1.34418, 1.33050, 1.33490
1.33434, 1.34214, 1.33337, 1.33805
1.33779, 1.33870, 1.32931, 1.32939
1.33139, 1.33411, 1.32962, 1.33098
1.33055, 1.33251, 1.32041, 1.32558
1.32397, 1.33070, 1.32385, 1.32825
1.32847, 1.33480, 1.32772, 1.32922
1.32943, 1.33619, 1.32535, 1.33468
1.33386, 1.33985, 1.32948, 1.33111
1.33111, 1.34087, 1.33020, 1.33950
1.33875, 1.34430, 1.33775, 1.34126
1.34126, 1.34721, 1.33707, 1.34220
1.34220, 1.34390, 1.33544, 1.34066
1.34050, 1.34412, 1.33447, 1.33812
1.33807, 1.34245, 1.33418, 1.33714
1.33716, 1.33895, 1.33081, 1.33772
1.33771, 1.34466, 1.32607, 1.32639
1.32635, 1.32979, 1.32110, 1.32797
